label,review
1,态度非常好，速度快，味道好极了!
1,"好喝不贵,红红火火哈哈哈"
1,快递小哥辛苦
1,快递很及时，很方便很好
1,服务很好，下次还会订购
1,不错，就定他们家的1!！！！！！！！
1,送的及时，饮料很好喝哦
1,不错啊。快递很快，奶茶也还行。
1,很快。。布丁奶茶贼好喝
1,超好喝，快递小哥很热情，速度很快…
1,"挺好的,挺好喝的,不错"
1,好喝，也没有漏。，，，，
1,骑士很好，赞一个，很礼貌，辛苦了！
1,满意，速度也非常快。
1,味道很棒！辛苦送餐员啦！
1,经常定，特别好喝，快递给力。
1,大冷天辛苦快递大哥了。
1,超级快！奶茶一如既往的美味！
1,送餐很快，这么冷的天气辛苦了
1,外卖员名字跟我们家名字一样
1,服务态度很好饮料很棒！
1,在这样寒冷大风的天气里，等了一下午的奶茶终于到了，已经从热的变成凉的了。但仍感谢骑士的敬业精神！
1,"大风天,不容易,非常好"
1,"7点半下单,9点送到,今天天冷可以理解,外送态度也非常好,虽然等了很久,但是还是好评吧"
1,快递师傅特别好，大冷天真不容易
1,谢谢，非常感谢，那么等的天真是麻烦了，虽然等了会，但还是很感谢
1,"配送员辛苦啦,服务很好"
1,"喝了好几年快乐柠檬,第一次喝曲奇奶茶,个人觉得不好喝,本人还是更喜欢茶类冰饮,给配送员赞一个,大冬天的"
1,"一直都挺满意的~,骑士也很棒~"
1,"能送这个实在太好了,外送大哥辛苦了"
1,送餐很快，这么冷的天辛苦了
1,好喝，百度送的很快，非常感谢
1,一如既往的味道我喜欢的口味
1,"送货员态度很好啦！,非常感谢,辛苦了"
1,大哥很热情！不错!好评
1,大满贯奶茶！超大杯！
1,今天忙到忘了给我半糖，下次希望别忘。
1,快递态度很好，大冷天的辛苦了。
1,"速度很快,味道很好,很赞"
1,"骑士师傅人好,态度超级好"
1,服务态度好，速度快，值得表扬
1,师傅人很好，送的超级快
1,送的很快，师傅人也很亲和
1,好极了！送来还是热的！
1,非常满意！送餐很快！
1,十万个赞！最好喝没有之一！
1,百度骑士服务很好，全五分好评
1,"非常好,相当棒,很快，味道好好"
1,"一直很喜欢他家的东西,味好,便宜"
1,不错不错，快递师傅也给力
1,饮料好喝，送餐也神速。
1,岩盐芝士绿茶每单必点
1,一如既往的又快又好！每周都会在百度外卖买快乐柠檬家奶茶，送餐快，奶茶好喝，棒棒哒，开心～
1,快递员速度快服务好，辛苦了！
1,"元旦节晚上9点还在送真的让我感动,一直喜欢柠檬小子.蛋糕珍珠特别好喝,盐岩芝士加了珍珠很棒"
1,非常好非常快支持！！！
1,百度骑士特别给力，奶茶是经典大家都爱喝。
1,好喝好喝，超级喜欢这家的饮料，小哥送餐也很快
1,外卖小哥很赞！送的很快养乐多好喝！
1,再送小哥超帅！！！！
1,超级给力的骑士！饮料好喝！
1,"一直很好喝,这个很好喝"
1,好喝，送的很快，百度外卖我最喜欢用了！
1,每一样的很喜欢！会继续光顾哒
1,"非常好喝,一直喜欢,布丁好吃"
1,"送货态度非常好，提前了20多分钟，送得非常快，百度配送，靠谱！,奶茶一如既往的好喝，棒棒哒～"
1,嘿嘿把不错不错吧吧吧吧吧
1,第一次买冰沙，口感真不错！喜欢
1,师傅人特别好！送货超认真
1,外送小哥态度很好，很辛苦。
1,非常好！送货非常快！比美团和饿了吗好多了，以后就在这买了！
1,超快就送到了，喜欢百度外卖，真心赞！
1,"天气这么不好的情况下点外卖实在对不住外卖小哥,辛苦啦"
1,芋圆小丸子不甜～希望下次甜一点，真的没什么味道
1,虽然慢了些。但是能理解|
1,好好好！赞赞赞！态度好速度快！
1,非常快～辛苦了～很好喝
1,师傅人很好，服务很好，送得快~好评
1,"大雾霾的,外送大哥辛苦了！天冷注意身体！"
1,就是配送大哥忘记给我拿吸管了⋯⋯其他都很棒。
1,很速度，赞，奶茶也好喝。
1,师傅很好，服务很热情！
1,"派送员非常好。,速度快,态度棒棒的"
1,"建议再出款浓情可可，与岩岩的区别一下。,总体很满意啦！百度我支持你哟！雾霾天百度小哥辛苦你啦！百度公司一定要发给他们口罩哦，太不容易了！"
1,送餐员很热情，很好吃谢谢
1,小哥态度很好，两种饮料都很好喝
1,太赞了我家没电梯还能送这么快好感动
1,送餐员辛苦，奶茶好喝…
1,师傅服务很好.速度特别快.
1,百度骑士很快就送到啦！不错
1,热饮也有大杯就好了，中杯不够喝的
1,隔三差五儿的就点两杯味道不错！送餐员辛苦啦！
1,嗯，送货师傅依然很负责任呢！
1,速度快，服务好，必须赞一个
1,"还不错,送货很快味道也还好"
1,喜欢哦，每天都在喝，就是昨天忘了给我半糖了
1,百度骑士最牛x！！！！！
1,"非常好,非常快"
1,菠萝冻过甜，柠檬冰冻也不太好，但大满贯一如既往的好
1,送餐员辛苦！奶茶味道不错！
1,很喜欢喝他家的饮料！谢谢送餐小哥大冷天送来！
1,"挺好的,辛苦了"
1,超级好喝，几乎老点…送餐员师傅态度很好！赞！
1,简直神速…非常好喝。继续努力
1,配送非常迅速態度非常好给个赞
1,速度很快，奶茶也都封口了就不会撒出来
1,很喜欢，一周已经喝了四次了。最爱手榨柠檬绿
1,经常上班定这个喝，好喝，送餐员师傅，可好了。
1,快递员很客气辛苦，因为食物破损还跑了两趟，谢了！
1,非常好，现在每天都喝，下午一杯柠檬绿茶提神醒脑
1,喜欢。明天还会点。！！
1,好评啊，配送速度超快，这大雾霾天的辛苦啦~
1,辛苦送餐员，填错了地址又白走了一趟，辛苦了！服务态度很好！
1,换口味了尝尝、不知道是不是有进步
1,最好喝的奶茶，最给力的快递小哥。
1,超级好喝，快递小哥非常给力。
1,特别好喝，经常定，快递小哥非常好。
1,赞赞！加红豆味道更好！
1,好喝哦，但今晚我们作死点的无糖，感觉好酸，友情提示减肥的朋友点半糖
1,快递小哥特别好。奶茶棒棒哒！
1,很好喝，送餐也及时。。。。。
1,送餐员态度很好！辛苦啦！奶茶味道棒，谁让我是个奶茶控几乎天天喝…
1,这几天都在点，今儿给朋友点了几杯她们都赞不绝口！赞！
1,非常感谢！辛苦陈骑士啦！
1,好喝！味道超赞！送餐员也很准时！
1,"比上面提醒的时间早很多。,速度挺快的"
1,味道不错连着好几天了都在喝！
1,全都很棒，会继续支持。
1,"点了三次了,很好喝,送的也很快"
1,味道超级棒！送餐员大冷天的也很辛苦！超赞！
1,好喝！味道不错！送餐也很快！
1,非常喜欢味道不错，辛苦了！
1,这大雪天的，快递员给力！辛苦快递员了
1,还行，不错，快递也非常的快
1,好喝！快递小哥这么大的雨还送的很快！看他的湿哒哒的了！谢谢你们啦！！！
1,很不错，速度也很快。
1,师傅态度特好，真暖心，赞
1,大冷天的，快递小哥跟热情，准时，辛苦辛苦，很感谢
1,红豆布丁奶茶太甜。烤珍珠一直美味
1,"还挺快的～,味道也不错。赞"
1,都好喝。烤珍珠尤其好喝
1,美味，及时，经常订，希望优惠力度再大些
1,百度骑士特别准时，态度还特别好！
1,"快递员态度好,速度也很快"
1,味道很好，就是手滑点成冰的了，悲剧
1,非常不错，谢谢送餐的师傅
1,比预计时间送的还早十分钟，态度很好，点赞！
1,快递小伙儿特别热情.很好！
1,可惜不能更改杯型，又所有订单也不齐全
1,大冷天的，送餐员辛苦了
1,好喝，大雪天的非常感谢
1,。送餐员特好的说话。。。。。。
1,送货挺快的，送货挺快的
1,太快了，你是飞过来送餐的吧…
1,"送餐大姐人可好了，特别热情,五星！赞"
1,配送很快！送来还是烫的！很好
1,几乎每天都喝！…………
1,快递小哥态度特别好…辛苦啦谢谢
1,热饮有珍珠的。
1,百度的外送送了小礼品！很高兴！意外惊喜！
1,饮品味道一直很棒，有外送太完美啦～配送大哥服务很好，热心帮忙找零钱
1,服务很好！还送了吸吸冻！哈哈
1,好喝。。速度快。。。
1,非常方便！准时！很好！
1,奶茶好喝！送餐准时，到的时候还是热乎乎的！
1,奶茶超级好喝，喝了好多次了
1,他家的奶茶超级好喝。。。
1,奶茶超级好喝，推荐。
1,超级好喝的奶茶。。。
1,送的超快！！
1,速度很快，32个赞，服务很好
1,非常好送的很快，，，还是热的。
1,准时到达，太给力了！
1,速度很快。而且我找不到钥匙也耐心等。还安慰我说不着急。人很好。东西很好喝。下次还会买
1,特别感谢快递师傅！这么大风天气还准时送到！辛苦辛苦…谢谢啦！
1,速度很快，唯一不足就是第一次下单莫名的失败了。。。
1,很好喝！天天都喝～～
1,配送不错、态度也不错
1,"师傅人很好,，送的速度也很快。"
1,很棒的骑士！！！！！
1,还不错，绿茶还是个人喝不惯。。。奶茶给赞
1,小哥长得帅态度还好，好评
1,很快，没有撒，必须赞
1,很快，也很好喝，不错
1,很好送货大哥
1,奶茶很好喝，快递小哥也超给力！赞一个，辛苦了。
1,服务热情！点单时忘了一杯，给快递小哥打电话，有帮忙捎了一杯！
1,"有效率,非常好"
1,热情！速度快！
1,超快！服务好热情
1,"超级快,送餐员超级好"
1,很快好开心
1,优惠活动不错
1,非常方便！很好！
1,"杯子坏了,不过饮料没出来,其他都可以"
1,赶上雨最大的时候，外卖小哥很不容易
1,非常非常好！服务超级赞！
1,非常感谢百度外卖的服务，大哥因为找不到地方饶了大半个圈。
1,速度快態度好
1,❀⚘送༵来༵不༵是༵很༵凉༵了༵但༵味༵道༵还༵是༵不༵错༵的༵⚘❀
1,"还是那个味道,都很喜欢"
1,几乎天天都喝
1,弹珠和芋圆小丸子很好吃
1,"每次都买珍珠奶茶,很好喝,送餐速度也快！推荐购买"
1,送的超级快，送餐员很辛苦。快乐柠檬一直喜欢喝
1,奶茶很好喝，快递员也特别好
1,很好，很喜欢，希望出更多新口味。
1,送餐师傅很好呦！饮料好大杯！吓死宝宝了！
1,"灰常好～,经常点～"
1,"师傅相当神速啊,好评！"
1,外送小伙儿很逗
1,"味道超赞,送的也快提前了半个小时"
1,足不出户享受清凉，快递小哥谢谢啦～
1,速度快服务态度好
1,送货很快哦
1,叫了好几次，真心好喝
1,速度很快哟，女儿的岩盐芝士可可有点咸哈哈，我的的大满贯还是比较赞滴！
1,非常好，快递非常不错
1,每天都会买上几杯，快递非常棒
1,好喝，速度也很快，值得赞
1,"味道很不错,送餐人员态度也很好,很赞,以后还会来"
1,一如既往的好
1,少年很可爱—v—
1,非常的快、有温馨提示！
1,下次记得带够零钱
1,奶茶很好喝
1,送来的挺快的～味道不错
1,送来的非常快，饮料都非常的不错呦，超级喜欢
1,"味道很浓,而且还可以换不喜欢的布丁,很灵活的店家,赞一个"
1,感觉没有去店里的好喝
1,速度超级快呀，很好喝，冰爽
1,好的还可以
1,很棒！太快了
1,送餐快，非常好
1,曲奇很好喝
1,超级超级好
1,很准时！口味很好，大爱可可小丸子
1,"速度很快,谢谢送餐员,辛苦"
1,挺好，没撒！
1,岩盐芝士的也好喝
1,好喝～不用去外面买了～
1,下雨了，感谢送餐员
1,"非常好,辛苦送餐员"
1,挺快的，好
1,喜欢多年。非常好。
1,谢谢外送人员。在雨天的家里还能喝到快乐柠檬
1,"东西很好吃,送餐速度和态度也很棒"
1,本次订餐很愉快！
1,挺好的！下次还定！辛苦送餐小哥
1,"米饭好少啊！对我这女生来说也不太够哪！,水煮牛肉还是很好吃哦！"
1,骑士小哥辛苦啦！非常快
1,菜很好吃，就是炒饭这次给的有点少。
1,快递小哥服务特别好，餐送到还热乎乎的，正好吃。菜品不错。
1,"饭很少,要知道就多定两碗了,送餐师傅很棒"
1,"土豆炖得特别好,适合老人吃,谢谢"
1,速度比预计快很多，菜品不错
1,"辣子鸡越来越少了。,！！！！！"
1,送餐小哥真快，菜也很好吃
1,好吃，好吃，江山城的烤鸭真是挺好吃的
1,挺好的，挺不错的，味道不错
1,菜有点辣，菜量挺好，量大。味道挺好。
1,态度很好，效率很高，给十分赞
1,每次量都很足哈！超级赞，好吃
1,送餐很快，可是为啥没餐具呢，用手吃？幸好送餐师傅给了两双百度餐具。
1,百度骑士速度好快啊！而且服务态度超级好～～江山城的饭一直很好吃，走了外卖很方便呢！
1,麻辣香锅做的真好吃，
1,很棒。。很快。。很好吃
1,他家菜很好吃，有求必应，送餐速度很快，赞
1,速递小哥辛苦了，饭菜到手还是烫烫的，在这寒冷的日子，谢谢啦！
1,很好吃，菜品味道很好，有要求都很爽快满足，赞
1,点了三个菜，师傅拿来六盒子，量很大的。千叶豆腐和包菜咸了点，鱼香肉丝咸淡刚刚好，口味很好，干净卫生，没想到这么好，还送了几颗山楂，希望品质会一直保持，还会再来滴。
1,挺快的味道不错，推荐大家选择。
1,服务热情，送餐高效，很满意
1,味道不错，挺讲究的，私房豆腐很好吃
1,有一点问题，就是餐盒用的太多。没有必要
1,在家附近吃了很多年，烤鸭一级棒。
1,送餐快，菜品还是热的.服务也好
1,很不错，以前都在店里吃，现在方便了
1,不错不错，味道可以！速度也还可以
1,很棒的哦，第二次订餐了
1,丸子很嫩，拔丝山药还给配了一袋水，呵呵，好贴心
1,很快很好吃更给力会继续支持的
1,不错哦，感谢百度骑士！
1,这家店和百度外卖太配了，炒菜速度也快，送餐速度也快，全家都很满意，点了四个菜，宫保鸡丁、鱼香肉丝、酱茄子、酸辣土豆丝，土豆丝是面的，也挺好吃，其他几个菜品味道都不错，多吃了碗米饭，作为送餐能这样的效果超级知足了！还会再来！
1,速度很快，菜的味道也好！不错！
1,毛血旺辣度正合适，料很足，比眉州的性价比更高
1,宝宝很爱吃荷兰豆，甜甜的
1,"第二次买了,挺好的,以后继续"
1,"很好吃,送餐速度快,下次再来"
1,送外卖小伙服务真棒，很尽责！
1,挺好，继续保持！
1,味道很棒啊
1,配送师傅速度很快，态度也好。
1,"百度外卖超快,有些菜没了，换的"
1,"百度外卖，赞。,菜不错就是请注意包装。"
1,"百度外卖，赞。,店家的包装要提高，都洒了！！！"
1,店家给力，骑士哥们也给力，辛苦了谢谢，，下次还点。
1,外卖小哥很可爱。饭少。zz
1,好吃，服务也好，满足了我的需求
1,配送速度很快，服务态度很好
1,非常好的服务，跟鞋你们
1,谢谢骑士，辛苦了～～
1,不错，方便，挺好吃的
1,那个汤的味道是真心的接受不了，其他的还好，味道比较不错。
1,第一次吃鸡米饭超级好吃！送餐也超快！
1,"排骨鸡里没有青笋么,下次放点吧"
1,"汤很好的说,送餐很快,棒棒da"
1,"吃的挺好的,以后还会点别的"
1,帮女朋友订的，味道很好。
1,鸡汤咸死，无法入囗！
1,不很好吃，微辣就是一点都不辣
1,撒得一塌糊涂，味道不错。
1,不错，味道挺好。值得点赞。
1,少一盒米饭，只送了三盒米饭，我要了四盒
1,快递给力，排骨饭和鸡饭全是肉，味道好，汤都拌饭了，一个女生吃不下一份。
1,很香，也很好吃～只不过排骨里面的碎骨头有点多。
1,还要说十个字！？好好好好好
1,微辣一点都不辣啊
1,味道很好，服务很快，值得拥有
1,喜欢吃黄焖鸡，味道棒棒哒
1,味道不错，送餐速度快！很不错大赞
1,嗯，好吃，黄焖鸡真是吃一家一个味，我喜欢这个味道，棒棒哒
1,卡超级快就送到了谢谢谢谢
1,满意，很好，配送给力食物好吃
1,味道很好，可惜吉野家的量一直不太多
1,很快，很好，经常订，谢谢师傅
1,真不错，价格便宜实惠，分量足，最满意的一家
1,物美价廉，很好，谢谢。
1,这大冷天的辛苦骑士了！谢谢您！饭很好吃！
1,味道一般，但是服务和饭菜质量很好！
1,到的时候饭饭热乎的呢！又快又好，大冷天的真辛苦，感谢！
1,米饭有点硬，有点凉了。
1,百度骑士很棒，又快又好
1,特别好吃还会来!!!!!
1,东西好，对川人不合口味
1,很好吃。也很速度。服务态度也很好
1,"送餐简直是坐火箭来的,太快啦。送餐小哥很热情。非常满意"
1,送餐非常速度，负责人，热情！
1,"不错,第二次购买了,很喜欢"
1,服务和味道都是不错的
1,看着不错，饭量也还可以。
1,"飞速送达,谢谢配送员,菜品也不错"
1,确实很快，食物也不错，比吉野家便宜。好好好。
1,服务周到。很贴心。我喜欢。
1,送餐速度很快，非常好
1,外卖小哥送的很及时，服务态度很好。给个赞！
1,百度骑士很快，菜品也不错，应该是有所升级
1,百度骑士非常快，菜品也很不错，好像有所升级
1,盐酥鸡太不正宗，不好吃，饭不错啊
1,配送很快，师傅态度很赞。非常感谢百度外卖！
1,"骑士人很好细心超快速赞一个,饭还好量大"
1,"太实惠了,味道好,好好好好"
1,"快递小哥很好,赞一下"
1,"挺好味道比较淡,还好给了盒榨菜,还不错"
1,很不错，饭菜量都很足
1,速度真快，20分钟就到了，而且味道不错呢
1,"速度很快,赞一个快的小哥"
1,很好！外卖小哥很给力！！！
1,送餐员辛苦，饭也好吃，继续购买
1,快递员辛苦了，菜品也不错
1,"都是肉,有些干,肉真的很多,多一些汤汁就好了,味道还不错,还送了个速溶咖啡"
1,速度很快，用了不到20分钟就到了，东西也很不错，赞一个！
1,送餐快，味道可以。如果有满减就更好了。
1,速度很快，东西也不错，赞一下
1,好评一个。干嘛非要10字以上！！！
1,送餐的哥哥好快呀，态度超好，这大冷天的真是辛苦了
1,味道很好，米饭软硬也刚刚好。
1,快递师傅很好，饭也不错，味道不错，尤其量也足，那米饭给的，都吃不了，太少见了
1,很好吃，量大。快递小哥，服务一流。
1,很好！份量很足，香干回锅肉里的萝卜干很好吃，每份饭还送了咖啡，谢谢！
1,快！外卖小哥特别棒！
1,饭到的很快，服务非常好。
1,"很好,外卖小哥服务也很好"
1,"特别快,感觉定完没几分钟就来了,送餐小哥很细心,赞一个"
1,送餐小哥很不错，很有礼貌啊！
1,"很好吃量也很大都吃不完,赞一个"
1,这饭太给力，吃不完都
1,挺好，速度快
1,配送很快，赞！套餐份量很足，味道很好，特价价格也很便宜，非常划算！
1,好吃，好吃，好吃，重要的事情说三遍。
1,很好吃，满减时买价格也合适~~
1,挺好的，送的也挺快的，米饭再好点就更好了，感谢送的coffee
1,送餐员很给力！大大的赞
1,"速度挺快的,赞一下"
1,送餐员态度很好，产品质量也好，满意。
1,不错的一家小店噢，以后会经常光顾的，推荐黄焖鸡～
1,"味道很好,只是最近双拼换了餐盒,参合不大好,送餐及时,送餐小哥认真负责,态度很好"
1,送餐小哥服务太周到了
1,"非常好吃,量也大,送餐小哥工作认真负责,棒棒哒~"
1,吃起来就知道很干净，入口很干净的外卖不错
1,送餐的小哥非常赞，大冷天的，真辛苦！态度速度都超赞，必须五星！
0,此次肉相对以前很少
0,送餐服务有待提高！！！味道不用说！晚了半小时！
0,"味道还可以,送餐速度超级快"
0,太差了，送来的饭菜汤都漏出来了，还不承认，太差劲了，饭放这就走了，太垃圾了
0,太次了，一个半小时了才送到，面都驼一起了，没法吃扔了，以后再也不定了
0,怎么个意思，送外卖的还管我几点订餐么，你可以不接单，还管到我了，什么态度
0,"分开了好难搞，本来就图个方便,搞这么麻烦"
0,新品，还贵，不是一般的难吃，全部扔掉。
0,等了好久好久。。。。
0,西红柿汤还行，就是感觉米线不是太精到！米线有待提升.
0,宫保鸡丁吃着一般，不太好吃，下次换别的口味！
0,送餐太慢，打电话摧态度比我硬
0,接电话那女的态度差的像借她家米还她家糠似的，女鬼似的凄厉，打两次电话两次如此，一直去他家吃饭，订餐，发誓没有第二次
0,"我真的是特么的服了这个送餐速度了,2个小时,我特么,催了1个多小时,东西还真挺特么好吃的,就是太特么慢了,以后大伙们想吃就去店里吧,定了肯定耽误事儿,今天我特么就认了"
0,"送餐速度一般一小时左右,等待太漫长啊,味道还不错"
0,送了快两小时才到！！
0,1、太辣。2、有花椒，不喜欢吃。3、粉条用筷子夹容易碎，用勺子又太长了。4、如果送一包醋，味道会好一些。
0,"21的至尊肥牛套餐,居然连饮料都没有,着实被图片坑伤"
0,"11:30,的餐，下午三点才送到.,还是打百度投诉的结婚！"
0,"我真服了,呵"
0,送的太慢了，送餐员连路都不认识。
0,"漏给了,2个半小时之后才拿到外卖,百度外卖真心渣"
0,汤汁全洒了
0,等了快两个小时，电话打不通，催单不管用，米线没豆花没配菜
0,番茄贡丸豆花米线以后请叫番茄贡丸米线，好吧？！想给零分差评！！！
0,番茄贡丸豆花米线以后请叫豆花米线，好吧？！想给零分差评！！！
0,豆花米线不给豆花！！！！！
0,饭菜不错，量足，但手机没信号就没接到电话，打电话过去服务员态度特别不好
0,神速啊。特么完了快一个小时，真牛逼
0,比预定时间晚到了一小时又15分钟，送餐员说找不到地方，拿回去换人再送，不会打电话问吗？？？？？我们这里每天送很多餐，就你找不到，猪脑袋！以后再也不定了
0,没什么味道！
0,"换过两次套餐,都是17换16,前后2次,2块钱,都没退"
0,说了要醋要蒜一样没给送，要两个卤蛋给了两根肠，也不打电话说一声，太不上心了吧？！
0,太慢了快要饿傻了。。
0,"整体还不错,就是太肥了,而且都凉了,送餐态度不好"
0,"面成了面疙瘩,全倒了"
0,味道也就那么回事吧，米线给的量好大，一半都没吃完
0,差差差，不到十一点定的，十二点半才到，整整脱了一个多小时。打电话说到楼下了，三十分钟也没上来，爬楼梯也十几分钟到了吧，
0,就那么几步路远等了一个小时！！菜还咸的要命真是醉了，再也不想来了
0,太慢了啊、
0,"送个北科大，500米,送了半年,够牛逼的"
0,我点的渝川番茄米线，口味一般，没有期望那么好。为了错开用餐高峰期，11点01分下的单，结果一个小时后没有到。一直催了N次单，店员总说送出来了。从小渝府到北科一共5分的路程，加上做的时间，送其他人餐的时间，怎么算也用不了三个半小时。不得不想点了餐，是不是去种菜种大米了！好好的生意也是会做黄的！经过几次交涉，餐送到。口味还一般，真不知道为什么小渝府有名的米线是怎么来的？刷的吗？这个样子，也就吃这一次了。
0,"11:46下的单，首次送达就是13:34，而且酱香排骨豆花米线仅有菜没有米线。,再次送达米线时已经14:10。,等个饭等了2个多小时。"
0,太慢，等了一个小时
0,"速度达不到40分钟,希望如实描述,。米线油多,倒进全部米线后会溢出饭盒,很不方便,希望换更大更高的饭盒"
0,面油有点大，汤洒了，送餐态度不咋滴
0,服务态度实在是受不起，十点二十点的餐，一点整送到，点的河粉都成一坨了！而且第一次打电话给商家，世纪就隔了一条马路的距离，店家居然告诉说你们那么远？！然后名正言顺的在点完餐2个半小时才到。更搞笑的是后来多次打电话居然根本全部打不通，你tn是屏蔽我了是吗！由于送餐的绝对及时，是在临上课前两分钟到的，于是，我们很愉快的中午定了份晚上的外卖！！要不是评等级最低给一星，我真是一个星都不想给！中午简直是气饱的。
0,速度很慢，我今天打电话催的时候，那边态度很差，我说那明天不点了。她说“可以”，电话撂了。
0,我点了一个蛋一根肠一份套餐！给我送来两份腌菜没有蛋！！
0,"送来时都坨了,没一点汤了"
0,"送饭的人都是脑残吗,能不能找个智商高点的来"
0,等了98分钟，面陀了。
0,没有也不告诉一声
0,垃圾，慢死了
0,送餐及时，菜量不小，足够饱。
0,菜都撒了，米都让菜汤泡了，比预计晚了20分钟，这次特别不满意
0,蒸蛋分量大
0,梅菜好多，海带味道怪怪的
